"sample.id","EV1","EV2"
"1","10",-0.0145992675008779,-0.00877002578298542
"2","100",-0.0158363505425918,-0.000430917855799108
"3","102",-0.0344603481601554,0.00507438195202812
"4","104",0.0349142451650989,-0.0137107738566413
"5","105",-0.0126086607892228,0.0195289726026182
"6","108",-0.0281260495044952,-0.0170621029510446
"7","109",0.0170424711521291,0.00751992027644831
"8","11",0.00770977256025731,0.0378184705480692
"9","110",-0.0240114405751065,-0.0306280921332211
"10","111",-0.0196125039990172,0.00777076421004772
"11","112",-0.00537379181080583,-0.0073119411472458
"12","113",-0.0131313335301875,-0.0467062609670436
"13","121",-0.0182192891699806,-0.0209460568181483
"14","122",-0.000732736398131058,-0.0153031693703577
"15","123",-0.0126776615266354,0.0101891593251283
"16","124",-0.0217968936265391,-0.027523650594158
"17","126",0.02623226026954,0.0828734468163392
"18","127",-0.0425061185299492,-0.00972793305919071
"19","128",-0.0322471261807082,-0.0459557629061235
"20","129",-0.0186003090843548,0.00651165427588618
"21","13",-0.0105988555322543,0.0216188699771698
"22","131",-0.0165394505031017,-0.0517769441778957
"23","132",-0.0265076903733168,-0.0401883957568065
"24","135",-0.0227977898743925,0.00464102409014105
"25","136",-0.0594497011190119,-0.0314501143122283
"26","137",-0.00391441764253212,-0.0324892713032761
"27","138",-0.00357152042183452,-0.01428322833412
"28","139",-0.00156360841698253,0.0852407232653791
"29","14",-0.0221392839930628,0.0100838344398205
"30","140",-0.0138591422143111,-0.0269321316989309
"31","141",-0.0150249297402702,0.0057191988541093
"32","142",-0.0241368476904778,-0.0459713872046507
"33","143",-0.0455319727907114,-0.0440496551670009
"34","144",-0.0245717167804434,-0.0205375069276853
"35","145",-0.014249575307951,-0.0260333857858356
"36","146",0.0133619172721982,-0.0279540802558229
"37","147",-0.0292845396970041,-0.0328502844359106
"38","148",-0.0207470763410855,-0.0381350323025666
"39","149",-0.0302513730715698,-0.0492274449290134
"40","15",-0.0202057853041485,0.00177834174017428
"41","150",-0.0113234510460018,-0.0163509342037929
"42","151",-0.0325415734461437,-0.0386629225481776
"43","152",0.0119104609836776,-0.040248416542067
"44","153",-0.0159251356526935,-0.0622036909733479
"45","154",-0.00661660003293469,-0.039339040064079
"46","16",-0.00548787018916419,0.0105362990865058
"47","160",-0.0420273369947391,-0.0361081490253719
"48","161",-0.0177008740596249,-0.0289126324222077
"49","162",-0.0278600341768807,0.0947982874121503
"50","163",-0.0357166716660356,-0.016992437093983
"51","164",-0.014756414151408,-0.0104840071760269
"52","165",-0.00788616053401098,-0.015195734120493
"53","166",0.00283421319240214,-0.0207561161315252
"54","167",-0.00468951000783757,-0.0390197068539431
"55","168",-0.0228137671524469,-0.0396352859796981
"56","169",-0.0137095097433705,-0.0105634511239089
"57","17",0.00912022970851845,-0.00699492058067685
"58","170",-0.0403757492676418,0.104824235824019
"59","171",-0.0305655788629199,-0.0274189239926917
"60","172",-0.0275534368769125,0.00453816133154077
"61","173",-0.00841829088063154,-0.00667309912579275
"62","174",-0.00511397898195149,-0.0192026631373345
"63","175",0.0021648438809077,-0.0223623328484368
"64","176",-0.02981508433132,-0.0399943599286626
"65","177",-0.0346771409984539,0.122248952684936
"66","179",-0.01712786616494,-0.0388892139630552
"67","18",-0.0045904013161903,-0.0137283974556896
"68","180",-0.0256973480187951,-0.0187145496235599
"69","181",-0.00378677935326344,-0.0237899615763998
"70","182",-0.00669692002406284,0.0112718172461294
"71","183",-0.00505791829529484,-0.0132519478141754
"72","184",-0.015648696265695,-0.0167019289493768
"73","185",0.00767966832133951,-0.0312812432428378
"74","186",0.00240255264823563,-0.0341036411365824
"75","187",-0.0180511675349151,-0.0437771076623299
"76","188",-0.00153413960348358,-0.0213931710565351
"77","19",-0.0147943781308836,-0.000453878845371131
"78","2",-0.0274856862737499,0.0601271897745049
"79","20",-0.00473879748197888,0.00456598957895951
"80","201",-0.0237136877120605,-0.0154696675924191
"81","203",-0.0178704742098255,-0.0495311017723502
"82","204",-0.0173884162382062,-0.0252265984948969
"83","205",-0.00653030173002125,0.0296499178145955
"84","208",-0.0225444827707334,-0.028167727347956
"85","21",-0.0151358127995404,0.0319259110494792
"86","212",-0.0137839242284932,-0.0110740936063694
"87","213",-0.022546398393741,0.0120570978622896
"88","214",-0.0252947718983593,0.0301193420138281
"89","22",-0.0278465707769172,0.0120096999724937
"90","23",-0.0245085833183064,-0.0030297010353346
"91","24",-0.000296740079304685,0.00337628887297221
"92","25",-0.00250859722380582,-0.00619026824738035
"93","26",-0.0298447526327028,-1.33481994541349e-05
"94","27",-0.00248896054872633,0.00563979281577643
"95","28",-0.023171192672797,-0.0044578973226596
"96","29",-0.0218859646085281,-0.00034840638991457
"97","3",-0.000733394834408837,0.140373958966937
"98","30",-0.0417169312885455,0.0461736088790928
"99","32",-0.00707003977734349,-0.00205020951271433
"100","33",0.0847211731510101,0.00498119563001248
"101","34",-0.0285856931511245,-0.00199694559330699
"102","36",-0.00379660684378214,-0.0353529736500637
"103","4",-0.028746249109806,0.000581088257077351
"104","42",-0.0129080481259426,-0.0352632385768687
"105","43",-0.0115097866036369,-0.0186899740726714
"106","45",0.0023815162601817,-0.00506605813599303
"107","46",-0.00399917181685714,0.0147039128630837
"108","47",-0.0202065668983448,-0.00249473710009443
"109","49",-0.000725536005346315,-0.0189767279642024
"110","5",-0.0550254672040857,0.513275998397193
"111","50",-0.0216401183976137,0.0218076529251065
"112","51",-0.0162496616959134,-0.012899243984268
"113","53",-0.0372138099219475,-0.00561438165530197
"114","54",0.00919049026171154,-0.0177464624001399
"115","56",-0.0128446254342172,0.0236923166482894
"116","58",-0.00541019231952816,-0.0513909083054093
"117","59",0.0080586457152671,0.125089946707252
"118","6",-0.0195119686857438,0.00473145578334676
"119","60",-0.00322559690730256,-0.0458049866979465
"120","61",-0.027735085944616,-0.0255685437094139
"121","62",-0.0180121605016578,-0.072118706709747
"122","65",-0.0330984657009519,-0.0376077368157808
"123","66",-0.0171940913641082,0.0390338461396986
"124","67",-0.0211414158086997,-0.0142146454004075
"125","68",-0.00358843025370755,-0.00790908673333306
"126","69",-0.0151985074392046,-0.0153606614602109
"127","7",0.283498156965105,0.0842506165219166
"128","70",-0.00281789772658685,-0.0104985877367375
"129","71",-0.0208065744089249,-0.0166777819058584
