"sample.id","EV1","EV2"
"130","72",0.00721485895046757,-0.0253734460663917
"131","74",-0.0210292315285071,-0.0238656791956702
"132","75",0.0046877327272529,-0.00719640382535283
"133","80",0.0111024030439177,-0.0100739923432648
"134","82",-0.0786841383762462,0.699793280702194
"135","83",-0.015148775530502,0.0209455891582154
"136","84",-0.0219197409308855,-0.0544251234530775
"137","85",-0.0251831059129247,0.0653016874848827
"138","86",-0.0307594592503644,-0.00286531116728273
"139","87",-0.0181250605292862,-0.0271617925082262
"140","88",-0.0315670623239944,-0.000722761826948815
"141","89",-0.00332778620389094,-0.0579471160742496
"142","9",-0.029134757011296,0.00565356570511533
"143","90",-0.00333734259727,-0.028491208791879
"144","91",-0.0183948927446968,-0.0525044625717934
"145","92",0.023663698707229,-0.0842577964650913
"146","93",-0.0156814523734825,-0.13095412855841
"147","94",0.0117414902445443,-0.0959760553468116
"148","95",0.379162451859012,-0.00257684156202169
"149","96",0.5479469423058,0.126162090359318
"150","97",0.456392116509375,-0.0365799994298756
"151","98",0.43549964472978,-0.023666614294887
